"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FGM","First Trust Germany AlphaDEX Fund","41.79","$131.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","18.6","$158.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftgc",
"FTLB","First Trust Hedged BuyWrite Income ETF","22.25","$7.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftlb",
"HYLS","First Trust High Yield Long/Short ETF","48.18","$1.44B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","33.2263","$3.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhk",
"NFTY","First Trust India Nifty 50 Equal Weight ETF","35.208","$3.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfty",
"FTAG","First Trust Indxx Global Agriculture ETF","23.28","$3.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","11.55","$7.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftri",
"LEGR","First Trust Indxx Innovative Transaction & Process ETF","30.15","$42.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/legr",
"NXTG","First Trust Indxx NextG ETF","52.43","$214.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxtg",
"FPXI","First Trust International Equity Opportunities ETF","37.78","$37.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxi",
"FPXE","First Trust IPOX Europe Equity Opportunities ETF","20.25","$1.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpxe",
"FJP","First Trust Japan AlphaDEX Fund","50.0824","$80.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fjp",
"FEX","First Trust Large Cap Core AlphaDEX Fund","61.87","$1.33B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fex",
"FTC","First Trust Large Cap Growth AlphaDEX Fund","70.48","$1.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftc",
"RNLC","First Trust Large Cap US Equity Select ETF","23.5716","$18.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnlc",
"FTA","First Trust Large Cap Value AlphaDEX Fund","52.63","$1.11B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fta",
"FLN","First Trust Latin America AlphaDEX Fund","20.6886","$114.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fln",
"LMBS","First Trust Low Duration Opportunities ETF","51.85","$3.74B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lmbs",
"LDSF","First Trust Low Duration Strategic Focus ETF","20.51","$67.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldsf",
"FMB","First Trust Managed Municipal ETF","55.33","$1.11B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmb",
"FMK","First Trust Mega Cap AlphaDEX Fund","36.92","$24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmk",
"FNX","First Trust Mid Cap Core AlphaDEX Fund","69.37","$863.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnx",
"FNY","First Trust Mid Cap Growth AlphaDEX Fund","45.88","$293.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fny",
"RNMC","First Trust Mid Cap US Equity Select ETF","22.5784","$13.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnmc",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","34.41","$51.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","74.465","$182.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","54.6368","$84.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.53","$726.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","19.2288","$10.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcef",
"FMHI","First Trust Municipal High Income ETF","53.09","$79.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmhi",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","49.7713","$146.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qaba",
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","32.25","$64.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robt",
"FTXO","First Trust Nasdaq Bank ETF","26.4","$132M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","21.75","$117.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","51.96","$28.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","28.76","$1.05B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","20.8538","$4.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","34.1976","$18.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","15.81","$4.74M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","21.23","$8.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","23.72","$8.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","37.2807","$33.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxl",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","40.95","$1.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","23.94","$3.59M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","69.22","$695.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","55.48","$97.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","91.4","$2.5B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","28.2","$69.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/airr",
"RDVY","First Trust Rising Dividend Achievers ETF","33.5","$874.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rdvy",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","51.84","$25.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","57.75","$254.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","60.92","$73.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","59.56","$38.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfeu",
"FID","First Trust S&P International Dividend Aristocrats ETF","17.68","$17.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fid",
"FTSL","First Trust Senior Loan Fund ETF","47.17","$1.6B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","61.71","$561.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","44.97","$233.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","21.47","$7.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","35.5808","$62.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","21.19","$7.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","19.96","$2.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","31.49","$193.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","50.81","$91.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","50.64","$136.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","52.42","$1.09B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","34.25","$17.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","37.56","$9.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","22.77","$5.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","23.4","$166.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","9.47","$59.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fusb",
"MYFW","First Western Financial, Inc.","15.89","$126.86M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/myfw",
"FCFS","FirstCash, Inc.","85.85","$3.69B","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/fcfs",
"SVVC","Firsthand Technology Value Fund, Inc.","6.99","$50.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","86.88","$3.41B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","106.3","$72.25B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","126.79","$7.06B","2012","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","4.01","$147.49M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","5.39","$27.39M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","57.23","$3.47B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","11.91","$6.13B","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/flex",
"FLXN","Flexion Therapeutics, Inc.","16.46","$627.24M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","52.295","$96.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","57.1173","$17.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","23.5474","$35.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","30.18","$11.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","101.9687","$91.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","72.4826","$38.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","34.7764","$50.43M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","1.4","$24.73M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/fpay",
"FPAYW","FlexShopper, Inc.","0.5","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/fpayw",
"FLXS","Flexsteel Industries, Inc.","16.65","$131.88M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","55.01","$7.46B","1993","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/flir",
"FLNT","Fluent, Inc.","2.45","$188.08M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","4.85","$336.61M","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","21.88","$616.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffic",
"FNCB","FNCB Bancorp Inc.","7.7","$155.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fncb",
"FOMX","Foamix Pharmaceuticals Ltd.","3.15","$192.16M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/fomx",
"FOCS","Focus Financial Partners Inc.","22.09","$1.53B","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/focs",
"FONR","Fonar Corporation","20.535","$135.02M","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/fonr",
"FSCT","ForeScout Technologies, Inc.","31.68","$1.46B","2017","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","1.42","$43.92M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","21.43","$1.61B","2003","Technology","Semiconductors","https://old.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","67.5","$1.03B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","34.87","$646.91M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","8.2","$527.25M","2016","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","82.62","$14.13B","2009","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","1.47","$101.49M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","20.78","$20.78M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbiop",
"FTSV","Forty Seven, Inc.","6.29","$265.53M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ftsv",
"FMCI","Forum Merger II Corporation","10.1619","$260.7M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmci",
"FMCIU","Forum Merger II Corporation","10.7","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger II Corporation","0.59","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","69.71","$1.97B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.07","$10.2M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","0.93","$44.21M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","10.99","$554.68M","1993","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/fosl",
"FOX","Fox Corporation","31.36","$19.46B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fox",
"FOXA","Fox Corporation","32.08","$19.91B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/foxa",
"FOXF","Fox Factory Holding Corp.","63.98","$2.46B","2013","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","17.72","$54.15M","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","55.13","$2.55B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/fele",
"FRAF","Franklin Financial Services Corporation","36.48","$158.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fraf",
"FRHC","Freedom Holding Corp.","13.65","$792.97M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/frhc",
"RAIL","Freightcar America, Inc.","4.18","$52.83M","2005","Capital Goods","Railroads","https://old.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","11.5","$103.97M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/feim",
"FREQ","Frequency Therapeutics, Inc.","13.8","$429.93M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/freq",
"FRPT","Freshpet, Inc.","52.07","$1.88B","2014","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/frpt",
"FTDR","frontdoor, inc.","47.78","$4.04B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/ftdr",
"FTEO","FRONTEO, Inc.","6.11","$116.55M","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/fteo",
"FTR","Frontier Communications Corporation","1.01","$106.42M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ftr",
"FRPH","FRP Holdings, Inc.","51.9","$511.91M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","56.81","$254.39M","2012","Finance","Banks","https://old.nasdaq.com/symbol/fsbw",
"FSBC","FSB Bancorp, Inc.","17.3917","$33.75M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsbc",
"FTEK","Fuel Tech, Inc.","1.08","$26.12M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","0.242","$44.42M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/fcel",
"FULC","Fulcrum Therapeutics, Inc.","6.33","$147.74M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fulc",
"FLGT","Fulgent Genetics, Inc.","9.49","$175.43M","2016","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/flgt",
"FORK","Fuling Global Inc.","2.64","$41.7M","2015","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/fork",
